Category,Package,Path,Current Version,Latest Version
net-libs,czmq,./azusa-opensource-recipes/net-libs/czmq/czmq-4.2.1.sh,4.2.1,TBD
net-libs,farstream,./azusa-opensource-recipes/net-libs/farstream/farstream-0.2.9.sh,0.2.9,TBD
net-libs,glib-networking,./azusa-opensource-recipes/net-libs/glib-networking/glib-networking-2.74.0.sh,2.74.0,TBD
net-libs,gnutls,./azusa-opensource-recipes/net-libs/gnutls/gnutls-3.7.9.sh,3.7.9,TBD
net-libs,grpc,./azusa-opensource-recipes/net-libs/grpc/grpc-1.52.1.sh,1.52.1,TBD
net-libs,http-parser,./azusa-opensource-recipes/net-libs/http-parser/http-parser-2.9.2.sh,2.9.2,TBD
net-libs,libgrss,./azusa-opensource-recipes/net-libs/libgrss/libgrss-0.7.0.sh,0.7.0,TBD
net-libs,libiscsi,./azusa-opensource-recipes/net-libs/libiscsi/libiscsi-1.19.0.sh,1.19.0,TBD
net-libs,libmbim,./azusa-opensource-recipes/net-libs/libmbim/libmbim-1.26.0.sh,1.26.0,TBD
net-libs,libmicrohttpd,./azusa-opensource-recipes/net-libs/libmicrohttpd/libmicrohttpd-0.9.70.sh,0.9.70,TBD
net-libs,libmnl,./azusa-opensource-recipes/net-libs/libmnl/libmnl-1.0.4.sh,1.0.4,TBD
net-libs,libnet,./azusa-opensource-recipes/net-libs/libnet/libnet-1.2.sh,1.2,TBD
net-libs,libnftnl,./azusa-opensource-recipes/net-libs/libnftnl/libnftnl-1.2.5.sh,1.2.5,TBD
net-libs,libnice,./azusa-opensource-recipes/net-libs/libnice/libnice-0.1.19.sh,0.1.19,TBD
net-libs,libnsl,./azusa-opensource-recipes/net-libs/libnsl/libnsl-1.2.0.sh,1.2.0,TBD
net-libs,libpcap,./azusa-opensource-recipes/net-libs/libpcap/libpcap-1.10.4.sh,1.10.4,TBD
net-libs,libproxy,./azusa-opensource-recipes/net-libs/libproxy/libproxy-0.4.15.sh,0.4.15,TBD
net-libs,libpsl,./azusa-opensource-recipes/net-libs/libpsl/libpsl-0.21.1.sh,0.21.1,TBD
net-libs,libqmi,./azusa-opensource-recipes/net-libs/libqmi/libqmi-1.30.8.sh,1.30.8,TBD
net-libs,libslirp,./azusa-opensource-recipes/net-libs/libslirp/libslirp-4.7.0.sh,4.7.0,TBD
net-libs,libsmi,./azusa-opensource-recipes/net-libs/libsmi/libsmi-0.5.0.sh,0.5.0,TBD
net-libs,libsoup,./azusa-opensource-recipes/net-libs/libsoup/libsoup-3.2.1.sh,3.2.1,TBD
net-libs,libsrtp,./azusa-opensource-recipes/net-libs/libsrtp/libsrtp-2.4.2.sh,2.4.2,TBD
net-libs,libssh2,./azusa-opensource-recipes/net-libs/libssh2/libssh2-1.11.0.sh,1.11.0,TBD
net-libs,libssh,./azusa-opensource-recipes/net-libs/libssh/libssh-0.10.4.sh,0.10.4,TBD
net-libs,libtirpc,./azusa-opensource-recipes/net-libs/libtirpc/libtirpc-1.3.3.sh,1.3.3,TBD
net-libs,libvncserver,./azusa-opensource-recipes/net-libs/libvncserver/libvncserver-0.9.12.sh,0.9.12,TBD
net-libs,neon,./azusa-opensource-recipes/net-libs/neon/neon-0.32.4.sh,0.32.4,TBD
net-libs,nghttp2,./azusa-opensource-recipes/net-libs/nghttp2/nghttp2-1.57.0.sh,1.57.0,TBD
net-libs,nodejs,./azusa-opensource-recipes/net-libs/nodejs/nodejs-22.9.0.sh,22.9.0,TBD
net-libs,pjproject,./azusa-opensource-recipes/net-libs/pjproject/pjproject-2.13.1.sh,2.13.1,TBD
net-libs,rabbitmq-c,./azusa-opensource-recipes/net-libs/rabbitmq-c/rabbitmq-c-0.11.0.sh,0.11.0,TBD
net-libs,rest,./azusa-opensource-recipes/net-libs/rest/rest-0.9.1.sh,0.9.1,TBD
net-libs,rpcsvc-proto,./azusa-opensource-recipes/net-libs/rpcsvc-proto/rpcsvc-proto-1.4.sh,1.4,TBD
net-libs,serf,./azusa-opensource-recipes/net-libs/serf/serf-1.3.9.sh,1.3.9,TBD
net-libs,telepathy-glib,./azusa-opensource-recipes/net-libs/telepathy-glib/telepathy-glib-0.24.1.sh,0.24.1,TBD
net-libs,webkit-gtk,./azusa-opensource-recipes/net-libs/webkit-gtk/webkit-gtk-2.28.0.sh,2.28.0,TBD
net-libs,zeromq,./azusa-opensource-recipes/net-libs/zeromq/zeromq-4.3.5.sh,4.3.5,TBD
net-misc,aria2,./azusa-opensource-recipes/net-misc/aria2/aria2-1.37.0.sh,1.37.0,TBD
net-misc,asterisk,./azusa-opensource-recipes/net-misc/asterisk/asterisk-18.22.0.sh,18.22.0,TBD
net-misc,curl,./azusa-opensource-recipes/net-misc/curl/curl-8.4.0.sh,8.4.0,TBD
net-misc,freerdp,./azusa-opensource-recipes/net-misc/freerdp/freerdp-2.0.0.sh,2.0.0,TBD
net-misc,iputils,./azusa-opensource-recipes/net-misc/iputils/iputils-20211215.sh,20211215,TBD
net-misc,modemmanager,./azusa-opensource-recipes/net-misc/modemmanager/modemmanager-1.16.8.sh,1.16.8,TBD
net-misc,ntp,./azusa-opensource-recipes/net-misc/ntp/ntp-4.2.8p15.sh,4.2.8p15,TBD
net-misc,ntpclient,./azusa-opensource-recipes/net-misc/ntpclient/ntpclient-2018.244.sh,2018.244,TBD
net-misc,openssh,./azusa-opensource-recipes/net-misc/openssh/openssh-9.8p1.sh,9.8p1,TBD
net-misc,quagga,./azusa-opensource-recipes/net-misc/quagga/quagga-1.2.4.sh,1.2.4,TBD
net-misc,rsync,./azusa-opensource-recipes/net-misc/rsync/rsync-3.2.7.sh,3.2.7,TBD
net-misc,tigervnc,./azusa-opensource-recipes/net-misc/tigervnc/tigervnc-1.12.0.sh,1.12.0,TBD
net-misc,vde,./azusa-opensource-recipes/net-misc/vde/vde-2.3.3.sh,2.3.3,TBD
net-misc,wget,./azusa-opensource-recipes/net-misc/wget/wget-1.21.3.sh,1.21.3,TBD
net-misc,whois,./azusa-opensource-recipes/net-misc/whois/whois-5.5.9.sh,5.5.9,TBD
net-misc,yt-dlp,./azusa-opensource-recipes/net-misc/yt-dlp/yt-dlp-2024.10.22.sh,2024.10.22,TBD
net-nds,openldap,./azusa-opensource-recipes/net-nds/openldap/openldap-2.6.4.sh,2.6.4,TBD
net-p2p,bitcoin-cash-node,./azusa-opensource-recipes/net-p2p/bitcoin-cash-node/bitcoin-cash-node-27.1.0.sh,27.1.0,TBD
net-p2p,bitcoind,./azusa-opensource-recipes/net-p2p/bitcoind/bitcoind-0.27.1.sh,0.27.1,TBD
net-p2p,chainbridge,./azusa-opensource-recipes/net-p2p/chainbridge/chainbridge-1.1.5.sh,1.1.5,TBD
net-p2p,dogecoin,./azusa-opensource-recipes/net-p2p/dogecoin/dogecoin-1.14.8.sh,1.14.8,TBD
net-p2p,go-ethereum,./azusa-opensource-recipes/net-p2p/go-ethereum/go-ethereum-1.14.8.sh,1.14.8,TBD
net-p2p,hs-airdrop,./azusa-opensource-recipes/net-p2p/hs-airdrop/hs-airdrop-0.7.1.sh,0.7.1,TBD
net-p2p,hs-client,./azusa-opensource-recipes/net-p2p/hs-client/hs-client-0.0.8.sh,0.0.8,TBD
net-p2p,hsd,./azusa-opensource-recipes/net-p2p/hsd/hsd-2.1.2.sh,2.1.2,TBD
net-p2p,litecoin,./azusa-opensource-recipes/net-p2p/litecoin/litecoin-0.21.3.sh,0.21.3,TBD
net-p2p,prysm,./azusa-opensource-recipes/net-p2p/prysm/prysm-5.1.0.sh,5.1.0,TBD
net-print,cups,./azusa-opensource-recipes/net-print/cups/cups-2.3.3.sh,2.3.3,TBD
net-print,cups-filters,./azusa-opensource-recipes/net-print/cups-filters/cups-filters-1.28.9.sh,1.28.9,TBD
net-print,gutenprint,./azusa-opensource-recipes/net-print/gutenprint/gutenprint-5.3.4.sh,5.3.4,TBD
net-proxy,haproxy,./azusa-opensource-recipes/net-proxy/haproxy/haproxy-2.5.7.sh,2.5.7,TBD
net-vpn,openvpn,./azusa-opensource-recipes/net-vpn/openvpn/openvpn-2.5.6.sh,2.5.6,TBD
net-vpn,tor,./azusa-opensource-recipes/net-vpn/tor/tor-0.4.7.14.sh,0.4.7.14,TBD
net-wireless,bluez,./azusa-opensource-recipes/net-wireless/bluez/bluez-5.58.sh,5.58,TBD
net-wireless,wireless-tools,./azusa-opensource-recipes/net-wireless/wireless-tools/wireless-tools-30.pre9.sh,30.pre9,TBD
sci-libs,adolc,./azusa-opensource-recipes/sci-libs/adolc/adolc-2.7.2.sh,2.7.2,TBD
sci-libs,amd,./azusa-opensource-recipes/sci-libs/amd/amd-2.4.6.sh,2.4.6,TBD
sci-libs,btf,./azusa-opensource-recipes/sci-libs/btf/btf-1.2.6.sh,1.2.6,TBD
sci-libs,caffe2,./azusa-opensource-recipes/sci-libs/caffe2/caffe2-2.2.1.sh,2.2.1,TBD
sci-libs,camd,./azusa-opensource-recipes/sci-libs/camd/camd-2.4.6.sh,2.4.6,TBD
sci-libs,ccolamd,./azusa-opensource-recipes/sci-libs/ccolamd/ccolamd-2.9.6.sh,2.9.6,TBD
sci-libs,cholmod,./azusa-opensource-recipes/sci-libs/cholmod/cholmod-3.0.14.sh,3.0.14,TBD
sci-libs,coinor-cbc,./azusa-opensource-recipes/sci-libs/coinor-cbc/coinor-cbc-2.8.9.sh,2.8.9,TBD
sci-libs,coinor-mp,./azusa-opensource-recipes/sci-libs/coinor-mp/coinor-mp-1.7.6.sh,1.7.6,TBD
sci-libs,colamd,./azusa-opensource-recipes/sci-libs/colamd/colamd-2.9.6.sh,2.9.6,TBD
sci-libs,colpack,./azusa-opensource-recipes/sci-libs/colpack/colpack-1.0.10.sh,1.0.10,TBD
sci-libs,cxsparse,./azusa-opensource-recipes/sci-libs/cxsparse/cxsparse-3.2.0.sh,3.2.0,TBD
sci-libs,dcmtk,./azusa-opensource-recipes/sci-libs/dcmtk/dcmtk-3.6.5.sh,3.6.5,TBD
sci-libs,djbfft,./azusa-opensource-recipes/sci-libs/djbfft/djbfft-0.76.sh,0.76,TBD
sci-libs,dlib,./azusa-opensource-recipes/sci-libs/dlib/dlib-19.24.2.sh,19.24.2,TBD
sci-libs,fftw,./azusa-opensource-recipes/sci-libs/fftw/fftw-3.3.10.sh,3.3.10,TBD
sci-libs,gsl,./azusa-opensource-recipes/sci-libs/gsl/gsl-2.6.sh,2.6,TBD
sci-libs,hdf5,./azusa-opensource-recipes/sci-libs/hdf5/hdf5-1.12.2.sh,1.12.2,TBD
sci-libs,kineto,./azusa-opensource-recipes/sci-libs/kineto/kineto-0.4.0_p20231127.sh,0.4.0_p20231127,TBD
sci-libs,klu,./azusa-opensource-recipes/sci-libs/klu/klu-1.3.9.sh,1.3.9,TBD
sci-libs,lapack,./azusa-opensource-recipes/sci-libs/lapack/lapack-3.11.sh,3.11,TBD
sci-libs,ldl,./azusa-opensource-recipes/sci-libs/ldl/ldl-2.2.6.sh,2.2.6,TBD
sci-libs,onnx,./azusa-opensource-recipes/sci-libs/onnx/onnx-1.15.0.sh,1.15.0,TBD
sci-libs,openblas,./azusa-opensource-recipes/sci-libs/openblas/openblas-0.3.21.sh,0.3.21,TBD
sci-libs,pytorch,./azusa-opensource-recipes/sci-libs/pytorch/pytorch-2.2.1.sh,2.2.1,TBD
sci-libs,spqr,./azusa-opensource-recipes/sci-libs/spqr/spqr-2.0.9.sh,2.0.9,TBD
sci-libs,suitesparseconfig,./azusa-opensource-recipes/sci-libs/suitesparseconfig/suitesparseconfig-5.4.0.sh,5.4.0,TBD
sci-libs,superlu,./azusa-opensource-recipes/sci-libs/superlu/superlu-5.3.0.sh,5.3.0,TBD
sci-libs,tensorflow,./azusa-opensource-recipes/sci-libs/tensorflow/tensorflow-2.8.0.sh,2.8.0,TBD
sci-libs,umfpack,./azusa-opensource-recipes/sci-libs/umfpack/umfpack-5.7.9.sh,5.7.9,TBD
sci-mathematics,cvc4,./azusa-opensource-recipes/sci-mathematics/cvc4/cvc4-1.8.sh,1.8,TBD
sci-mathematics,z3,./azusa-opensource-recipes/sci-mathematics/z3/z3-4.12.1.sh,4.12.1,TBD
sys-apps,acl,./azusa-opensource-recipes/sys-apps/acl/acl-2.3.1.sh,2.3.1,TBD
sys-apps,attr,./azusa-opensource-recipes/sys-apps/attr/attr-2.5.1.sh,2.5.1,TBD
sys-apps,bubblewrap,./azusa-opensource-recipes/sys-apps/bubblewrap/bubblewrap-0.8.0.sh,0.8.0,TBD
sys-apps,busybox,./azusa-opensource-recipes/sys-apps/busybox/busybox-1.35.0.sh,1.35.0,TBD
sys-apps,dbus,./azusa-opensource-recipes/sys-apps/dbus/dbus-1.12.20.sh,1.12.20,TBD
sys-apps,debianutils,./azusa-opensource-recipes/sys-apps/debianutils/debianutils-5.7.sh,5.7,TBD
sys-apps,diffutils,./azusa-opensource-recipes/sys-apps/diffutils/diffutils-3.9.sh,3.9,TBD
sys-apps,dmidecode,./azusa-opensource-recipes/sys-apps/dmidecode/dmidecode-3.3.sh,3.3,TBD
sys-apps,fakeroot,./azusa-opensource-recipes/sys-apps/fakeroot/fakeroot-1.25.3.sh,1.25.3,TBD
sys-apps,findutils,./azusa-opensource-recipes/sys-apps/findutils/findutils-4.8.0.sh,4.8.0,TBD
sys-apps,gawk,./azusa-opensource-recipes/sys-apps/gawk/gawk-5.2.1.sh,5.2.1,TBD
sys-apps,grep,./azusa-opensource-recipes/sys-apps/grep/grep-3.10.sh,3.10,TBD
sys-apps,groff,./azusa-opensource-recipes/sys-apps/groff/groff-1.22.4.sh,1.22.4,TBD
sys-apps,haveged,./azusa-opensource-recipes/sys-apps/haveged/haveged-1.9.14.sh,1.9.14,TBD
sys-apps,help2man,./azusa-opensource-recipes/sys-apps/help2man/help2man-1.49.3.sh,1.49.3,TBD
sys-apps,hwloc,./azusa-opensource-recipes/sys-apps/hwloc/hwloc-2.7.1.sh,2.7.1,TBD
sys-apps,inetutils,./azusa-opensource-recipes/sys-apps/inetutils/inetutils-1.9.4.sh,1.9.4,TBD
sys-apps,ipmitool,./azusa-opensource-recipes/sys-apps/ipmitool/ipmitool-1.8.18.sh,1.8.18,TBD
sys-apps,iproute2,./azusa-opensource-recipes/sys-apps/iproute2/iproute2-5.10.0.sh,5.10.0,TBD
sys-apps,kbd,./azusa-opensource-recipes/sys-apps/kbd/kbd-2.4.0.sh,2.4.0,TBD
sys-apps,keyutils,./azusa-opensource-recipes/sys-apps/keyutils/keyutils-1.6.3.sh,1.6.3,TBD
sys-apps,kmod,./azusa-opensource-recipes/sys-apps/kmod/kmod-28.sh,28,TBD
sys-apps,less,./azusa-opensource-recipes/sys-apps/less/less-530.sh,530,TBD
sys-apps,man-db,./azusa-opensource-recipes/sys-apps/man-db/man-db-2.9.4.sh,2.9.4,TBD
sys-apps,net-tools,./azusa-opensource-recipes/sys-apps/net-tools/net-tools-2.10.sh,2.10,TBD
sys-apps,pciutils,./azusa-opensource-recipes/sys-apps/pciutils/pciutils-3.8.0.sh,3.8.0,TBD
sys-apps,pcsc-lite,./azusa-opensource-recipes/sys-apps/pcsc-lite/pcsc-lite-1.9.0.sh,1.9.0,TBD
sys-apps,portage,./azusa-opensource-recipes/sys-apps/portage/portage-3.0.30.sh,3.0.30,TBD
sys-apps,pv,./azusa-opensource-recipes/sys-apps/pv/pv-1.6.6.sh,1.6.6,TBD
sys-apps,sed,./azusa-opensource-recipes/sys-apps/sed/sed-4.8.sh,4.8,TBD
sys-apps,shadow,./azusa-opensource-recipes/sys-apps/shadow/shadow-4.13.sh,4.13,TBD
sys-apps,snap-confine,./azusa-opensource-recipes/sys-apps/snap-confine/snap-confine-1.0.44.sh,1.0.44,TBD
sys-apps,sysvinit,./azusa-opensource-recipes/sys-apps/sysvinit/sysvinit-2.99.sh,2.99,TBD
sys-apps,texinfo,./azusa-opensource-recipes/sys-apps/texinfo/texinfo-6.8.sh,6.8,TBD
sys-apps,usbredir,./azusa-opensource-recipes/sys-apps/usbredir/usbredir-0.9.0.sh,0.9.0,TBD
sys-apps,usbutils,./azusa-opensource-recipes/sys-apps/usbutils/usbutils-010.sh,010,TBD
sys-apps,which,./azusa-opensource-recipes/sys-apps/which/which-2.21.sh,2.21,TBD
sys-auth,consolekit,./azusa-opensource-recipes/sys-auth/consolekit/consolekit-1.2.4.sh,1.2.4,TBD
sys-auth,libyubikey,./azusa-opensource-recipes/sys-auth/libyubikey/libyubikey-1.13.sh,1.13,TBD
sys-auth,oath-toolkit,./azusa-opensource-recipes/sys-auth/oath-toolkit/oath-toolkit-2.6.7.sh,2.6.7,TBD
sys-auth,polkit,./azusa-opensource-recipes/sys-auth/polkit/polkit-0.120.sh,0.120,TBD
sys-auth,ykpers,./azusa-opensource-recipes/sys-auth/ykpers/ykpers-1.20.0.sh,1.20.0,TBD
sys-block,libzbd,./azusa-opensource-recipes/sys-block/libzbd/libzbd-1.4.0.sh,1.4.0,TBD
sys-block,ndctl,./azusa-opensource-recipes/sys-block/ndctl/ndctl-74.sh,74,TBD
sys-block,parted,./azusa-opensource-recipes/sys-block/parted/parted-3.5.sh,3.5,TBD
sys-block,parted-static,./azusa-opensource-recipes/sys-block/parted-static/parted-static-3.5.sh,3.5,TBD
sys-boot,gnu-efi,./azusa-opensource-recipes/sys-boot/gnu-efi/gnu-efi-3.0.15.sh,3.0.15,TBD
sys-boot,syslinux,./azusa-opensource-recipes/sys-boot/syslinux/syslinux-6.03.sh,6.03,TBD
sys-cluster,ceph,./azusa-opensource-recipes/sys-cluster/ceph/ceph-18.2.0.sh,18.2.0,TBD
sys-cluster,openmpi,./azusa-opensource-recipes/sys-cluster/openmpi/openmpi-4.1.4.sh,4.1.4,TBD
sys-devel,autoconf-archive,./azusa-opensource-recipes/sys-devel/autoconf-archive/autoconf-archive-2021.02.19.sh,2021.02.19,TBD
sys-devel,autoconf,./azusa-opensource-recipes/sys-devel/autoconf/autoconf-2.71.sh,2.71,TBD
sys-devel,autogen,./azusa-opensource-recipes/sys-devel/autogen/autogen-5.18.16.sh,5.18.16,TBD
sys-devel,automake,./azusa-opensource-recipes/sys-devel/automake/automake-1.16.5.sh,1.16.5,TBD
sys-devel,bc,./azusa-opensource-recipes/sys-devel/bc/bc-1.07.1.sh,1.07.1,TBD
sys-devel,binutils,./azusa-opensource-recipes/sys-devel/binutils/binutils-2.42.sh,2.42,TBD
sys-devel,bison,./azusa-opensource-recipes/sys-devel/bison/bison-3.8.2.sh,3.8.2,TBD
sys-devel,cc65,./azusa-opensource-recipes/sys-devel/cc65/cc65-2.19.sh,2.19,TBD
sys-devel,flex,./azusa-opensource-recipes/sys-devel/flex/flex-2.6.4.sh,2.6.4,TBD
sys-devel,gcc,./azusa-opensource-recipes/sys-devel/gcc/gcc-13.3.0.sh,13.3.0,TBD
sys-devel,gcc-fortran,./azusa-opensource-recipes/sys-devel/gcc-fortran/gcc-fortran-9.2.0.sh,9.2.0,TBD
sys-devel,gdb,./azusa-opensource-recipes/sys-devel/gdb/gdb-13.1.sh,13.1,TBD
sys-devel,gettext,./azusa-opensource-recipes/sys-devel/gettext/gettext-0.21.1.sh,0.21.1,TBD
sys-devel,gnuconfig,./azusa-opensource-recipes/sys-devel/gnuconfig/gnuconfig-20230121.sh,20230121,TBD
sys-devel,libtool,./azusa-opensource-recipes/sys-devel/libtool/libtool-2.4.7.sh,2.4.7,TBD
sys-devel,llvm-cmake,./azusa-opensource-recipes/sys-devel/llvm-cmake/llvm-cmake-18.1.1.sh,18.1.1,TBD
sys-devel,m4,./azusa-opensource-recipes/sys-devel/m4/m4-1.4.19.sh,1.4.19,TBD
sys-devel,make,./azusa-opensource-recipes/sys-devel/make/make-4.4.1.sh,4.4.1,TBD
sys-devel,patch,./azusa-opensource-recipes/sys-devel/patch/patch-2.7.6.sh,2.7.6,TBD
sys-fs,btrfs-progs,./azusa-opensource-recipes/sys-fs/btrfs-progs/btrfs-progs-5.18.sh,5.18,TBD
sys-fs,cryptsetup,./azusa-opensource-recipes/sys-fs/cryptsetup/cryptsetup-2.3.6.sh,2.3.6,TBD
sys-fs,e2fsprogs,./azusa-opensource-recipes/sys-fs/e2fsprogs/e2fsprogs-1.46.2.sh,1.46.2,TBD
sys-fs,eudev,./azusa-opensource-recipes/sys-fs/eudev/eudev-3.2.10.sh,3.2.10,TBD
sys-fs,fuse,./azusa-opensource-recipes/sys-fs/fuse/fuse-3.16.2.sh,3.16.2,TBD
sys-fs,lvm2,./azusa-opensource-recipes/sys-fs/lvm2/lvm2-2.03.12.sh,2.03.12,TBD
sys-fs,lvm2-static,./azusa-opensource-recipes/sys-fs/lvm2-static/lvm2-static-2.03.12.sh,2.03.12,TBD
sys-fs,mdadm,./azusa-opensource-recipes/sys-fs/mdadm/mdadm-4.1.sh,4.1,TBD
sys-fs,mtools,./azusa-opensource-recipes/sys-fs/mtools/mtools-4.0.31.sh,4.0.31,TBD
sys-fs,squashfs-tools,./azusa-opensource-recipes/sys-fs/squashfs-tools/squashfs-tools-4.5.1.sh,4.5.1,TBD
sys-fs,squashfs-tools-ng,./azusa-opensource-recipes/sys-fs/squashfs-tools-ng/squashfs-tools-ng-1.1.4.sh,1.1.4,TBD
sys-fs,udev,./azusa-opensource-recipes/sys-fs/udev/udev-243.sh,243,TBD
sys-libs,cudapreload,./azusa-opensource-recipes/sys-libs/cudapreload/cudapreload-0.1.2.sh,0.1.2,TBD
sys-libs,db,./azusa-opensource-recipes/sys-libs/db/db-6.0.35.sh,6.0.35,TBD
sys-libs,efivar,./azusa-opensource-recipes/sys-libs/efivar/efivar-38.sh,38,TBD
sys-libs,freeipmi,./azusa-opensource-recipes/sys-libs/freeipmi/freeipmi-1.6.8.sh,1.6.8,TBD
sys-libs,gdbm,./azusa-opensource-recipes/sys-libs/gdbm/gdbm-1.23.sh,1.23,TBD
sys-libs,glibc,./azusa-opensource-recipes/sys-libs/glibc/glibc-2.39.sh,2.39,TBD
sys-libs,gpm,./azusa-opensource-recipes/sys-libs/gpm/gpm-1.20.7.sh,1.20.7,TBD
sys-libs,ldb,./azusa-opensource-recipes/sys-libs/ldb/ldb-2.8.0.sh,2.8.0,TBD
sys-libs,libapparmor,./azusa-opensource-recipes/sys-libs/libapparmor/libapparmor-3.0.8.sh,3.0.8,TBD
sys-libs,libcap,./azusa-opensource-recipes/sys-libs/libcap/libcap-2.68.sh,2.68,TBD
sys-libs,libcap-ng,./azusa-opensource-recipes/sys-libs/libcap-ng/libcap-ng-0.8.3.sh,0.8.3,TBD
sys-libs,libomp,./azusa-opensource-recipes/sys-libs/libomp/libomp-16.0.1.sh,16.0.1,TBD
sys-libs,libseccomp,./azusa-opensource-recipes/sys-libs/libseccomp/libseccomp-2.5.4.sh,2.5.4,TBD
sys-libs,libselinux,./azusa-opensource-recipes/sys-libs/libselinux/libselinux-3.5.sh,3.5,TBD
sys-libs,libsepol,./azusa-opensource-recipes/sys-libs/libsepol/libsepol-3.3.sh,3.3,TBD
sys-libs,libstatgrab,./azusa-opensource-recipes/sys-libs/libstatgrab/libstatgrab-0.92.sh,0.92,TBD
sys-libs,libtermcap-compat,./azusa-opensource-recipes/sys-libs/libtermcap-compat/libtermcap-compat-2.0.8.sh,2.0.8,TBD
sys-libs,libunwind,./azusa-opensource-recipes/sys-libs/libunwind/libunwind-1.6.2.sh,1.6.2,TBD
sys-libs,liburing,./azusa-opensource-recipes/sys-libs/liburing/liburing-2.3.sh,2.3,TBD
sys-libs,libutempter,./azusa-opensource-recipes/sys-libs/libutempter/libutempter-1.2.1.sh,1.2.1,TBD
sys-libs,libxcrypt,./azusa-opensource-recipes/sys-libs/libxcrypt/libxcrypt-4.4.36.sh,4.4.36,TBD
sys-libs,mtdev,./azusa-opensource-recipes/sys-libs/mtdev/mtdev-1.1.6.sh,1.1.6,TBD
sys-libs,musl,./azusa-opensource-recipes/sys-libs/musl/musl-1.2.4.sh,1.2.4,TBD
sys-libs,ncurses,./azusa-opensource-recipes/sys-libs/ncurses/ncurses-6.4.sh,6.4,TBD
sys-libs,OpenIPMI,./azusa-opensource-recipes/sys-libs/OpenIPMI/OpenIPMI-2.0.28.sh,2.0.28,TBD
sys-libs,pam,./azusa-opensource-recipes/sys-libs/pam/pam-1.6.1.sh,1.6.1,TBD
sys-libs,readline,./azusa-opensource-recipes/sys-libs/readline/readline-8.2_p1.sh,8.2_p1,TBD
sys-libs,slang,./azusa-opensource-recipes/sys-libs/slang/slang-2.3.2.sh,2.3.2,TBD
sys-libs,talloc,./azusa-opensource-recipes/sys-libs/talloc/talloc-2.3.3.sh,2.3.3,TBD
sys-libs,tdb,./azusa-opensource-recipes/sys-libs/tdb/tdb-1.4.6.sh,1.4.6,TBD
sys-libs,tevent,./azusa-opensource-recipes/sys-libs/tevent/tevent-0.11.0.sh,0.11.0,TBD
sys-libs,timezone-data,./azusa-opensource-recipes/sys-libs/timezone-data/timezone-data-2023c.sh,2023c,TBD
sys-libs,uclibc-ng,./azusa-opensource-recipes/sys-libs/uclibc-ng/uclibc-ng-1.0.43.sh,1.0.43,TBD
sys-libs,zlib,./azusa-opensource-recipes/sys-libs/zlib/zlib-1.3.1.sh,1.3.1,TBD
sys-power,acpid,./azusa-opensource-recipes/sys-power/acpid/acpid-2.0.32.sh,2.0.32,TBD
sys-power,iasl,./azusa-opensource-recipes/sys-power/iasl/iasl-20200717.sh,20200717,TBD
sys-power,upower,./azusa-opensource-recipes/sys-power/upower/upower-0.99.11.sh,0.99.11,TBD
sys-process,execproxy,./azusa-opensource-recipes/sys-process/execproxy/execproxy-0.1.5.sh,0.1.5,TBD
sys-process,fcron,./azusa-opensource-recipes/sys-process/fcron/fcron-3.3.1.sh,3.3.1,TBD
sys-process,lsof,./azusa-opensource-recipes/sys-process/lsof/lsof-4.98.0.sh,4.98.0,TBD
sys-process,procps,./azusa-opensource-recipes/sys-process/procps/procps-3.3.17.sh,3.3.17,TBD
sys-process,tini,./azusa-opensource-recipes/sys-process/tini/tini-0.19.0.sh,0.19.0,TBD
www-client,firefox,./azusa-opensource-recipes/www-client/firefox/firefox-123.0.1.sh,123.0.1,TBD
www-client,google-chrome,./azusa-opensource-recipes/www-client/google-chrome/google-chrome-118.0.5993.88-1.sh,1,TBD
www-client,links,./azusa-opensource-recipes/www-client/links/links-2.23.sh,2.23,TBD
www-client,lynx,./azusa-opensource-recipes/www-client/lynx/lynx-2.8.9rel.1.sh,2.8.9rel.1,TBD
www-servers,apache,./azusa-opensource-recipes/www-servers/apache/apache-2.4.53.sh,2.4.53,TBD
x11-apps,bdftopcf,./azusa-opensource-recipes/x11-apps/bdftopcf/bdftopcf-1.1.sh,1.1,TBD
x11-apps,iceauth,./azusa-opensource-recipes/x11-apps/iceauth/iceauth-1.0.8.sh,1.0.8,TBD
x11-apps,luit,./azusa-opensource-recipes/x11-apps/luit/luit-20190106.sh,20190106,TBD
x11-apps,mesa-progs,./azusa-opensource-recipes/x11-apps/mesa-progs/mesa-progs-8.4.0.sh,8.4.0,TBD
x11-apps,mkfontdir,./azusa-opensource-recipes/x11-apps/mkfontdir/mkfontdir-1.0.7.sh,1.0.7,TBD
x11-apps,mkfontscale,./azusa-opensource-recipes/x11-apps/mkfontscale/mkfontscale-1.2.1.sh,1.2.1,TBD
x11-apps,sessreg,./azusa-opensource-recipes/x11-apps/sessreg/sessreg-1.1.2.sh,1.1.2,TBD
x11-apps,setxkbmap,./azusa-opensource-recipes/x11-apps/setxkbmap/setxkbmap-1.3.2.sh,1.3.2,TBD
x11-apps,smproxy,./azusa-opensource-recipes/x11-apps/smproxy/smproxy-1.0.6.sh,1.0.6,TBD
x11-apps,x11perf,./azusa-opensource-recipes/x11-apps/x11perf/x11perf-1.6.1.sh,1.6.1,TBD
